amount,velocity,device_change,location_change,transaction_frequency,merchant_category,fraud
33780.75,1,0,0,3,SHOPPING,0
11897.58,1,1,0,3,GROCERY,0
25498.46,2,0,0,4,TRAVEL,0
9030.91,5,0,0,8,FOOD,0
15474.59,4,0,0,2,GAMING,0
11210.97,3,0,0,3,FOOD,0
19728.57,5,0,0,7,SHOPPING,0
1277.32,1,0,0,2,GROCERY,0
933.75,1,0,0,5,TRAVEL,0
4257.41,3,1,1,3,OTHER,0
2607.17,1,1,0,4,GROCERY,0
30810.53,1,0,0,3,GROCERY,0
3711.81,1,0,0,4,SHOPPING,0
55861.54,3,0,0,4,ELECTRONICS,1
6162.35,3,0,0,1,OTHER,0
3015.56,2,0,0,3,GROCERY,0
23388.2,2,0,1,5,GAMING,1
16125.24,2,0,0,3,SHOPPING,0
10343.18,1,0,0,4,GROCERY,0
12157.47,2,0,0,6,GROCERY,0
19051.78,4,0,0,2,OTHER,0
3890.4,4,0,0,1,GAMING,0
84129.47,5,0,0,7,FOOD,1
55209.6,1,0,1,3,OTHER,1
15761.3,3,1,0,4,GROCERY,0
3338.58,2,0,0,5,FOOD,0
17102.22,1,0,0,3,ELECTRONICS,0
1124.06,1,0,1,2,OTHER,0
466.98,2,0,0,6,SHOPPING,0
4469.68,1,0,1,6,GAMING,0
9315.83,1,1,0,5,OTHER,0
30405.3,2,0,0,3,GROCERY,0
19483.54,1,0,0,3,FOOD,0
20363.07,4,0,0,1,GROCERY,0
8313.65,1,0,0,4,GAMING,0
6368.23,1,0,0,5,TRAVEL,0
6955.28,3,0,0,9,GROCERY,0
65910.96,3,1,0,2,SHOPPING,1
614.04,1,0,0,3,SHOPPING,0
30264.64,2,0,1,6,ELECTRONICS,0
12965.28,3,0,0,6,GAMING,0
8660.24,2,0,0,4,GROCERY,0
19378.82,3,0,0,8,SHOPPING,0
10002.51,3,0,0,5,GROCERY,0
31003.6,3,0,0,7,GAMING,0
34644.43,2,0,0,5,ELECTRONICS,0
8215.48,5,0,1,6,ELECTRONICS,1
4861.62,3,0,0,5,GROCERY,0
13460.21,4,0,0,2,SHOPPING,0
36518.34,1,0,0,1,CRYPTO,0
3548.41,1,0,0,5,ELECTRONICS,0
14631.32,3,0,1,1,CRYPTO,0
14977.17,2,0,0,1,FOOD,0
19813.95,2,1,0,1,FOOD,0
2115.98,1,0,0,4,SHOPPING,0
18872.47,5,1,0,2,SHOPPING,0
35958.8,3,0,0,1,FOOD,0
2970.97,1,0,0,3,SHOPPING,0
4068.14,6,0,0,8,ELECTRONICS,0
53312.66,2,0,1,5,TRAVEL,1
2994.65,1,0,0,4,GROCERY,0
28901.85,5,0,0,2,OTHER,0
10167.31,1,0,0,3,TRAVEL,0
4259.95,2,1,0,5,SHOPPING,0
30690.09,3,1,0,5,OTHER,0
8840.06,2,0,0,1,GROCERY,0
10848.45,2,0,0,4,SHOPPING,0
6676.35,7,0,0,1,GAMING,1
13482.32,2,0,0,7,SHOPPING,0
2678.36,5,0,0,4,ELECTRONICS,0
7441.06,3,0,1,1,OTHER,1
52307.37,3,0,0,1,FOOD,0
4478.79,2,0,0,7,FOOD,0
16038.86,2,0,0,1,SHOPPING,0
5899.86,2,1,0,4,SHOPPING,0
22273.38,5,0,0,9,GROCERY,0
2104.0,2,0,0,3,FOOD,0
52509.16,5,0,0,5,CRYPTO,1
9071.26,5,0,0,3,TRAVEL,0
4038.8,2,0,0,1,FOOD,0
1145.07,3,0,0,5,OTHER,0
2790.57,4,0,0,4,GAMING,0
11002.48,3,1,0,7,SHOPPING,0
6164.78,2,0,0,3,GAMING,0
26481.15,6,0,0,4,TRAVEL,0
8455.16,1,0,0,8,ELECTRONICS,0
4289.54,3,1,0,3,FOOD,0
14401.48,3,0,0,5,FOOD,0
18402.34,3,0,0,9,FOOD,0
2741.58,2,1,0,4,GROCERY,0
2751.98,5,1,0,7,SHOPPING,1
560.41,2,0,0,4,SHOPPING,0
19999.95,1,0,0,5,GROCERY,0
16350.94,2,0,0,5,CRYPTO,0
9654.81,1,0,0,1,ELECTRONICS,0
27884.89,1,0,0,5,SHOPPING,0
24572.97,3,0,0,4,OTHER,0
13204.97,3,0,0,4,OTHER,0
30405.16,4,0,0,6,GROCERY,0
3457.08,1,1,0,3,TRAVEL,0
1780.4,3,0,0,3,GAMING,0
4715.52,3,0,0,7,GROCERY,0
881.72,1,1,0,3,GROCERY,0
11362.71,1,0,1,4,FOOD,1
41375.72,4,0,0,2,FOOD,0
602.08,1,0,0,5,OTHER,0
1953.51,2,0,0,6,GAMING,0
9027.65,3,0,0,2,GROCERY,0
40743.13,1,0,0,5,GAMING,0
5700.38,3,0,0,3,GROCERY,0
10615.84,2,0,0,4,SHOPPING,0
636.93,5,0,0,6,FOOD,0
2408.57,1,0,0,1,FOOD,0
64721.27,1,0,0,3,FOOD,0
50337.06,5,0,0,4,GAMING,0
100.0,1,1,0,6,FOOD,0
45489.61,2,0,0,4,GAMING,0
15288.14,2,0,0,3,GROCERY,0
30365.02,3,0,0,5,TRAVEL,0
9097.38,1,0,0,3,CRYPTO,0
10872.54,4,0,0,4,GROCERY,0
10066.28,4,0,0,1,TRAVEL,0
16488.08,2,0,0,5,SHOPPING,0
2256.26,2,0,0,3,FOOD,0
456.48,2,0,0,2,GROCERY,0
5521.02,2,0,0,4,ELECTRONICS,0
18295.48,5,0,0,4,FOOD,0
3381.95,4,0,1,4,FOOD,0
16786.78,1,1,0,1,ELECTRONICS,0
52554.46,3,0,0,2,OTHER,0
1479.1,3,1,0,8,FOOD,0
16748.69,2,0,0,2,ELECTRONICS,0
8798.07,2,0,0,9,OTHER,0
30390.47,3,0,0,2,GROCERY,0
2924.72,6,0,0,1,SHOPPING,0
17695.35,1,0,0,1,GROCERY,0
27313.06,1,0,0,2,GAMING,0
43401.49,1,0,0,6,FOOD,0
17244.54,1,0,0,2,FOOD,0
10312.69,1,0,1,5,ELECTRONICS,1
14429.02,1,0,0,1,GAMING,0
30477.49,4,0,0,4,SHOPPING,0
12680.84,1,0,0,4,ELECTRONICS,0
462.87,6,0,0,6,OTHER,0
40093.58,1,1,0,4,OTHER,0
17544.86,2,0,0,3,ELECTRONICS,0
16928.96,3,0,1,3,OTHER,0
3643.98,1,0,0,1,CRYPTO,0
16133.05,6,0,0,5,ELECTRONICS,1
7509.77,4,0,0,4,OTHER,0
15800.27,1,0,0,1,GAMING,0
1690.7,2,0,1,1,SHOPPING,0
16087.38,7,0,0,9,SHOPPING,0
111625.84,2,0,1,5,GROCERY,1
741.19,2,0,0,1,GROCERY,0
56697.95,5,0,0,3,ELECTRONICS,0
7836.09,4,0,1,1,TRAVEL,1
30690.5,1,1,0,7,GAMING,0
22875.45,4,0,0,3,OTHER,0
12555.83,2,0,0,5,SHOPPING,0
20116.9,5,0,0,4,GROCERY,0
31619.54,2,0,0,6,TRAVEL,0
7766.25,1,0,0,6,GROCERY,0
5940.89,1,0,0,4,TRAVEL,0
16520.94,2,0,0,3,SHOPPING,0
24741.87,1,0,0,3,ELECTRONICS,0
21550.25,1,0,0,5,SHOPPING,0
23978.48,1,0,0,3,GROCERY,0
8579.44,3,0,0,3,FOOD,0
25542.57,6,0,0,3,ELECTRONICS,1
1921.06,2,0,0,1,SHOPPING,0
11795.03,1,0,0,2,SHOPPING,0
100.0,1,0,0,7,FOOD,0
5886.44,2,1,0,4,CRYPTO,0
6846.52,5,0,0,1,OTHER,0
7567.01,4,0,0,2,FOOD,0
17834.65,1,0,0,4,ELECTRONICS,0
7379.03,2,0,0,5,GROCERY,0
8931.97,4,1,0,1,ELECTRONICS,0
4068.16,3,0,0,5,SHOPPING,0
7008.16,2,0,0,4,TRAVEL,0
3867.38,2,0,0,4,FOOD,0
1140.2,2,0,0,7,CRYPTO,0
13874.24,1,0,1,1,GROCERY,0
16548.92,5,0,0,6,OTHER,0
14493.66,3,0,1,3,GROCERY,1
9340.16,3,0,0,3,FOOD,0
7165.36,2,0,0,2,TRAVEL,0
29853.19,5,0,0,9,CRYPTO,0
10980.87,2,1,0,7,TRAVEL,0
9785.32,2,0,1,6,FOOD,0
389.65,2,1,1,4,CRYPTO,1
6261.12,1,0,1,3,TRAVEL,1
7175.27,3,0,0,2,FOOD,0
7632.98,4,0,0,7,TRAVEL,0
13018.67,1,0,0,4,ELECTRONICS,0
11440.76,4,0,0,5,ELECTRONICS,0
14043.77,3,0,0,4,ELECTRONICS,0
21715.1,2,0,0,3,OTHER,0
25148.56,5,0,0,8,GAMING,0
18994.27,3,0,0,3,TRAVEL,0
46691.98,2,1,0,3,GROCERY,0
276.01,4,0,0,6,ELECTRONICS,0
3268.2,2,0,0,5,OTHER,0
113.87,2,0,0,5,FOOD,1
15639.49,3,0,1,5,TRAVEL,1
34246.23,5,0,0,2,GAMING,0
4185.44,2,0,1,5,TRAVEL,0
39266.54,2,0,0,3,OTHER,0
932.4,2,0,0,5,SHOPPING,0
40870.93,4,0,0,7,SHOPPING,0
6499.24,4,0,0,3,GROCERY,0
1604.11,1,0,0,4,OTHER,0
9979.24,1,0,0,7,FOOD,0
4451.38,1,0,0,4,OTHER,0
5029.42,1,0,0,5,FOOD,0
5507.16,5,0,0,2,FOOD,0
24370.25,1,0,1,2,SHOPPING,1
11620.61,3,1,0,1,ELECTRONICS,0
5594.41,4,0,0,8,SHOPPING,0
14136.97,3,1,1,4,SHOPPING,1
18889.68,1,1,1,5,SHOPPING,1
4774.68,3,0,0,3,OTHER,0
8005.0,2,0,0,6,OTHER,0
1949.68,2,0,0,4,FOOD,0
2997.8,1,0,0,1,ELECTRONICS,0
17144.01,2,1,0,4,ELECTRONICS,0
3003.1,3,0,0,3,ELECTRONICS,0
11171.77,3,1,0,3,GROCERY,1
18518.86,3,0,0,7,SHOPPING,0
1695.46,1,0,0,3,GAMING,0
12566.08,5,0,0,3,FOOD,1
4447.06,3,0,0,5,FOOD,0
49422.94,2,0,0,8,FOOD,0
9911.53,2,0,0,5,OTHER,0
24597.88,5,1,0,1,CRYPTO,0
11985.17,3,0,0,8,GROCERY,1
665.75,4,1,0,7,GAMING,0
15042.09,3,1,0,4,SHOPPING,1
45363.01,5,0,0,4,ELECTRONICS,0
13804.93,2,0,0,2,SHOPPING,0
25654.53,7,0,1,7,SHOPPING,0
32339.2,4,0,0,2,OTHER,0
3883.11,1,0,0,6,TRAVEL,0
3574.71,1,0,0,3,FOOD,0
14161.91,2,1,0,3,GROCERY,1
7940.66,2,0,0,6,OTHER,0
27475.72,3,0,0,4,GROCERY,0
34542.25,3,0,0,1,ELECTRONICS,0
6540.91,2,0,0,6,SHOPPING,0
4054.91,3,0,0,5,GROCERY,0
22747.79,3,0,0,9,GAMING,0
4819.74,2,0,0,6,OTHER,0
25941.43,4,0,0,3,GROCERY,0
8267.9,2,1,0,1,GROCERY,0
16518.98,6,0,0,4,CRYPTO,1
1506.18,8,0,0,3,SHOPPING,1
14666.88,2,0,0,7,ELECTRONICS,0
9015.84,5,0,0,4,SHOPPING,0
13250.4,2,1,0,3,SHOPPING,0
2759.1,5,0,0,3,FOOD,0
20026.82,3,0,0,3,TRAVEL,0
29794.41,2,1,0,11,GROCERY,0
3664.35,3,0,0,6,ELECTRONICS,0
1509.15,1,0,0,5,SHOPPING,0
358.84,3,0,0,2,CRYPTO,0
15407.14,1,0,0,3,OTHER,0
14012.77,1,0,0,9,OTHER,0
11867.93,2,0,0,5,TRAVEL,0
3958.45,2,0,0,6,FOOD,0
7436.74,1,0,0,6,SHOPPING,0
13538.64,1,1,1,5,ELECTRONICS,1
10300.53,3,0,1,2,ELECTRONICS,0
66077.0,3,0,1,3,GROCERY,1
2200.37,1,1,0,1,OTHER,1
17818.76,3,0,0,3,GROCERY,0
7770.74,5,0,0,3,TRAVEL,0
8384.48,4,0,0,5,SHOPPING,0
18966.34,1,1,0,3,TRAVEL,1
17686.09,1,1,0,5,SHOPPING,0
71090.8,3,0,0,4,GROCERY,0
2061.27,3,1,0,3,OTHER,0
1649.06,2,0,0,1,OTHER,0
19328.74,7,1,0,2,SHOPPING,1
12955.01,1,0,0,5,FOOD,0
4806.4,4,0,0,3,GROCERY,0
1241.26,2,0,0,4,GROCERY,0
1343.26,3,0,0,4,TRAVEL,1
33691.78,1,0,0,2,SHOPPING,0
3195.44,6,0,0,4,SHOPPING,0
5859.49,5,0,0,4,SHOPPING,0
3855.48,2,0,0,1,CRYPTO,0
6577.49,4,0,0,1,GROCERY,0
1079.27,1,0,1,3,SHOPPING,0
10980.18,3,0,0,3,ELECTRONICS,0
1050.1,2,1,0,1,OTHER,0
24168.33,4,0,0,2,ELECTRONICS,0
3992.96,2,0,0,5,SHOPPING,0
11648.32,3,1,0,2,GAMING,0
31813.84,6,0,0,1,OTHER,1
15784.98,2,0,0,3,OTHER,0
11420.03,3,0,0,3,GROCERY,0
5880.84,2,0,0,5,TRAVEL,0
6074.52,5,0,0,5,GAMING,0
16606.64,3,0,0,5,ELECTRONICS,0
77092.45,3,0,1,2,SHOPPING,0
16263.51,4,0,0,4,FOOD,0
12239.33,3,0,0,9,TRAVEL,0
19676.18,8,0,0,2,SHOPPING,0
9388.09,4,0,0,2,SHOPPING,0
930.4,1,0,0,3,CRYPTO,0
12393.21,3,1,1,2,FOOD,0
47418.05,1,0,0,4,TRAVEL,0
2891.09,2,1,0,8,CRYPTO,0
17567.98,2,0,1,4,TRAVEL,0
3364.67,1,0,1,2,SHOPPING,0
11512.49,3,0,0,2,GROCERY,0
1525.12,3,0,0,3,ELECTRONICS,0
8977.67,3,1,0,6,OTHER,0
21168.85,1,0,0,4,GAMING,1
6405.81,3,0,0,3,TRAVEL,0
16400.42,5,0,0,2,SHOPPING,0
23804.14,2,0,0,1,FOOD,0
39296.02,1,0,0,1,ELECTRONICS,0
4011.18,2,1,0,4,GROCERY,0
7645.29,3,0,0,3,OTHER,0
2480.48,5,1,0,7,SHOPPING,1
73359.82,1,0,0,8,SHOPPING,0
39259.64,1,0,0,3,FOOD,0
11646.53,2,0,0,5,SHOPPING,0
27680.56,4,0,0,5,ELECTRONICS,0
11039.5,1,0,0,1,FOOD,0
14655.97,5,0,0,3,ELECTRONICS,0
1400.23,2,0,0,4,TRAVEL,0
21114.02,1,0,0,4,SHOPPING,0
2049.56,2,0,0,1,FOOD,0
26236.33,5,0,0,3,CRYPTO,0
22850.84,1,0,0,5,GROCERY,0
18503.33,4,0,0,2,ELECTRONICS,0
552.46,3,0,0,3,SHOPPING,0
5417.31,1,0,0,4,ELECTRONICS,0
4579.8,2,0,0,3,SHOPPING,0
6697.5,4,0,0,4,GROCERY,0
1375.85,4,0,0,6,OTHER,0
41459.27,1,0,0,3,GROCERY,0
12104.9,3,0,0,5,GROCERY,0
5468.97,5,0,0,5,SHOPPING,0
7587.11,1,0,0,2,OTHER,0
8891.45,3,0,0,3,FOOD,0
13766.67,2,0,0,4,TRAVEL,0
10875.12,2,0,0,5,SHOPPING,0
37772.36,1,0,0,3,FOOD,0
10306.39,2,0,0,4,ELECTRONICS,0
72723.95,3,0,1,5,SHOPPING,1
28599.98,5,0,0,8,TRAVEL,0
3507.58,5,0,0,2,FOOD,0
40016.99,2,0,0,1,OTHER,0
1855.69,3,0,0,3,GROCERY,0
25510.94,1,0,0,5,ELECTRONICS,0
7185.62,4,0,0,5,OTHER,0
31552.86,2,1,0,2,GROCERY,0
30380.74,6,0,0,5,GROCERY,0
24592.69,2,1,0,7,FOOD,1
23411.89,4,0,0,5,GAMING,0
5450.73,4,0,0,3,ELECTRONICS,1
1265.72,2,0,0,7,GAMING,0
7737.07,4,0,0,2,SHOPPING,0
2858.78,1,0,0,3,OTHER,0
17809.25,1,0,0,2,SHOPPING,0
6372.01,3,0,0,3,GAMING,0
55703.85,4,0,0,5,SHOPPING,0
15365.33,2,0,0,2,FOOD,0
25930.13,2,0,0,2,FOOD,0
2132.52,4,0,0,2,GROCERY,0
29709.1,2,0,0,5,GROCERY,0
38412.02,1,0,0,5,SHOPPING,0
10014.0,3,0,0,2,GROCERY,0
13980.7,1,0,0,7,SHOPPING,0
21710.41,1,0,0,7,GROCERY,0
2882.64,3,0,0,3,SHOPPING,0
10474.39,3,0,0,6,OTHER,0
7629.0,2,0,0,4,SHOPPING,0
2373.93,1,0,0,4,GROCERY,0
6871.94,4,0,1,9,FOOD,0
1059.11,1,0,0,7,GAMING,0
392.26,3,1,0,5,FOOD,0
2178.27,1,0,0,3,SHOPPING,0
49499.3,3,0,0,6,GAMING,0
11961.94,4,0,1,4,FOOD,0
50642.67,2,0,0,1,SHOPPING,0
8497.66,2,0,0,3,GROCERY,0
5605.49,1,0,0,1,GROCERY,0
10582.6,3,0,0,2,FOOD,0
8684.2,2,0,0,5,SHOPPING,0
1675.12,3,0,0,9,GAMING,0
15359.24,2,0,0,4,SHOPPING,0
3650.92,6,0,0,3,SHOPPING,0
14497.5,3,0,0,4,FOOD,0
15755.95,1,0,0,5,FOOD,0
2473.56,2,0,0,4,SHOPPING,0
949.68,3,0,0,6,OTHER,0
22763.93,5,0,1,4,GROCERY,1
9237.25,4,0,0,3,TRAVEL,0
898.86,1,0,0,7,OTHER,0
79078.98,1,0,0,5,SHOPPING,0
892.76,7,0,0,2,ELECTRONICS,1
17813.39,4,1,0,4,TRAVEL,0
61729.47,1,0,0,3,FOOD,0
4100.38,1,0,0,2,GROCERY,0
2301.63,5,0,0,6,FOOD,0
1941.13,7,0,0,3,GROCERY,0
5420.47,2,0,0,2,GAMING,0
1597.85,4,0,0,3,SHOPPING,0
17672.69,2,0,0,5,GAMING,0
964.75,1,0,0,5,FOOD,0
10682.57,5,1,1,7,GAMING,1
85693.2,6,0,0,3,FOOD,1
25227.73,1,0,0,1,GROCERY,0
14326.23,2,0,0,3,SHOPPING,0
5484.73,1,0,0,1,OTHER,0
14668.34,2,0,0,5,SHOPPING,0
11231.21,4,0,0,4,SHOPPING,0
8329.07,2,0,0,5,SHOPPING,0
2101.18,2,0,1,7,SHOPPING,0
32653.07,1,0,0,5,FOOD,0
8961.68,3,0,0,9,SHOPPING,0
3246.66,2,0,0,3,SHOPPING,0
6877.28,2,0,0,2,ELECTRONICS,0
8019.85,1,0,0,3,GROCERY,0
26363.67,4,0,0,7,TRAVEL,0
19842.15,4,0,1,1,ELECTRONICS,0
21999.87,3,0,0,8,SHOPPING,0
166.39,2,0,0,4,SHOPPING,0
8071.77,6,0,0,1,ELECTRONICS,0
9847.72,2,1,0,5,SHOPPING,0
290.68,3,0,0,4,FOOD,0
4512.79,2,0,0,2,GAMING,0
21424.87,5,0,0,7,OTHER,0
2212.02,2,0,0,6,FOOD,0
11495.78,2,0,0,3,OTHER,0
3634.93,5,0,0,6,SHOPPING,0
182.92,2,1,0,4,SHOPPING,0
4140.28,2,0,1,9,OTHER,1
55866.83,6,0,1,4,OTHER,1
24257.3,1,0,0,3,FOOD,0
48125.21,4,0,0,1,SHOPPING,0
10037.18,1,0,0,3,CRYPTO,0
1743.56,3,1,0,4,SHOPPING,0
11909.75,2,1,0,4,FOOD,0
9087.41,3,1,1,2,OTHER,1
27902.86,4,0,0,3,FOOD,0
1548.48,2,0,0,3,TRAVEL,0
10048.53,8,0,0,1,SHOPPING,0
2438.64,1,0,0,4,SHOPPING,0
5888.44,6,0,0,1,GROCERY,0
20054.4,3,0,0,8,FOOD,0
9694.47,1,0,0,2,GROCERY,0
7071.39,1,0,0,5,ELECTRONICS,0
7524.92,2,0,0,1,ELECTRONICS,0
9227.43,3,1,0,4,GAMING,0
23057.91,5,0,0,4,ELECTRONICS,0
33396.13,1,0,0,4,GROCERY,0
46628.37,1,0,1,3,OTHER,0
23190.14,2,0,1,3,GROCERY,0
5683.96,3,0,0,5,SHOPPING,0
17477.76,2,1,0,7,ELECTRONICS,0
8633.21,4,1,0,7,GROCERY,0
4408.94,3,1,1,5,GROCERY,1
27570.66,2,0,0,6,CRYPTO,0
587.76,2,0,0,2,FOOD,0
34805.43,3,0,0,1,ELECTRONICS,0
9283.89,2,0,0,5,CRYPTO,1
15208.61,1,0,0,3,OTHER,0
16153.67,3,0,0,6,FOOD,0
33823.75,7,0,0,1,GROCERY,0
15186.64,3,0,0,5,ELECTRONICS,0
14276.19,2,0,0,3,GROCERY,0
1034.66,5,0,0,4,TRAVEL,0
10959.87,1,1,0,5,SHOPPING,1
2440.77,1,0,0,3,TRAVEL,0
20058.78,1,1,0,3,TRAVEL,0
10768.42,4,0,1,3,CRYPTO,0
17102.2,2,0,0,5,FOOD,0
638.49,3,0,0,5,TRAVEL,1
1329.06,3,0,0,2,FOOD,0
18898.81,2,0,0,4,FOOD,0
1122.22,1,0,0,5,GROCERY,0
1108.84,1,1,0,11,TRAVEL,1
182.74,2,0,0,4,OTHER,0
47025.4,2,0,0,1,GAMING,0
20063.04,1,0,0,5,FOOD,0
6536.96,1,0,1,4,ELECTRONICS,0
5276.07,3,0,0,1,FOOD,0
6454.9,1,0,1,9,GAMING,0
22351.74,6,0,0,1,CRYPTO,0
16242.74,3,0,1,7,FOOD,1
3072.11,1,0,0,2,GROCERY,0
2869.39,3,0,0,5,FOOD,0
1553.69,1,0,0,2,FOOD,0
16195.51,3,0,0,3,TRAVEL,0
21682.56,2,0,0,4,FOOD,0
4619.22,2,0,0,3,GROCERY,0
317.51,1,0,0,4,SHOPPING,0
1286.17,5,0,0,5,CRYPTO,0
51564.83,2,0,0,2,SHOPPING,0
5252.83,1,0,0,5,SHOPPING,0
21994.56,3,0,1,8,GROCERY,1
14698.99,2,0,1,4,SHOPPING,0
7217.54,4,0,0,5,FOOD,0
3454.17,2,0,0,4,OTHER,0
1941.15,4,0,0,3,GROCERY,0
14318.18,5,0,0,5,FOOD,0
22350.43,1,0,0,5,GROCERY,0
15488.33,4,0,0,3,CRYPTO,0
11334.98,1,0,0,3,SHOPPING,0
642.85,3,0,0,7,GAMING,0
51861.17,2,0,0,3,ELECTRONICS,0
24045.44,4,0,1,6,OTHER,0
5197.09,1,0,0,2,GROCERY,0
58658.11,5,0,0,4,FOOD,0
13815.09,3,0,0,3,ELECTRONICS,0
13099.28,1,0,0,2,TRAVEL,0
20679.25,1,0,0,5,ELECTRONICS,0
25051.34,3,0,0,3,TRAVEL,0
16027.59,4,0,0,1,TRAVEL,0
2056.13,2,0,0,3,OTHER,0
6193.41,1,0,0,3,OTHER,0
39483.77,2,0,0,2,GROCERY,0
3815.95,6,0,0,5,SHOPPING,0
6982.22,3,0,0,1,SHOPPING,0
8486.54,4,0,0,5,SHOPPING,0
8681.35,1,1,0,3,GROCERY,0
14237.62,3,0,0,3,SHOPPING,0
42990.53,2,0,0,5,OTHER,0
4130.23,4,1,0,2,GROCERY,0
1943.11,1,0,0,6,GAMING,0
3299.8,3,0,0,4,GROCERY,0
32695.55,2,0,0,6,TRAVEL,0
15568.86,1,0,0,2,SHOPPING,0
5051.13,3,0,0,6,FOOD,0
25387.97,2,1,0,4,CRYPTO,1
29639.2,3,0,0,11,OTHER,0
28112.22,2,0,0,8,SHOPPING,0
37685.99,2,0,0,4,TRAVEL,0
4360.12,4,1,0,3,TRAVEL,0
21100.02,3,1,0,3,GROCERY,0
9257.79,3,0,0,4,GROCERY,0
27677.27,6,1,0,2,GAMING,1
19556.38,2,0,0,3,SHOPPING,0
22471.63,5,1,0,3,FOOD,0
16013.76,3,0,0,3,OTHER,1
2929.8,1,0,0,1,GROCERY,0
11812.76,1,0,0,7,FOOD,0
62668.9,2,0,0,7,CRYPTO,1
41561.99,4,0,0,5,SHOPPING,0
662.0,2,0,0,4,TRAVEL,0
2701.53,6,0,0,1,GROCERY,0
2118.77,3,1,0,3,OTHER,0
19418.31,4,0,0,3,GROCERY,0
25538.55,7,0,0,4,FOOD,0
3602.66,3,0,0,3,GROCERY,0
10573.82,3,1,0,3,SHOPPING,0
27554.78,1,0,0,3,GAMING,0
19796.45,3,1,0,1,FOOD,1
11721.06,2,1,0,8,GROCERY,0
13386.7,4,0,0,5,SHOPPING,0
10650.14,4,0,0,6,OTHER,0
5297.68,1,0,0,8,GROCERY,0
12486.9,4,1,1,2,SHOPPING,1
17513.9,4,0,0,5,ELECTRONICS,0
30991.71,2,0,0,5,GAMING,0
15171.03,5,0,0,1,ELECTRONICS,0
21477.01,1,0,1,4,GROCERY,1
2616.58,3,0,1,7,SHOPPING,0
9286.12,1,0,0,5,GROCERY,0
140.63,2,0,0,3,TRAVEL,0
4248.96,2,0,0,5,GROCERY,0
19444.71,1,1,0,2,GROCERY,0
72072.53,1,0,0,2,FOOD,0
1566.72,1,1,0,5,OTHER,0
7699.79,3,0,0,4,ELECTRONICS,0
24146.89,5,0,0,4,GROCERY,0
3423.01,3,0,0,4,FOOD,0
12148.08,4,1,0,1,GROCERY,1
19811.61,1,1,0,9,FOOD,0
14356.12,1,0,0,2,ELECTRONICS,0
3124.28,3,0,1,5,GAMING,0
6586.52,5,0,0,5,GAMING,0
22972.7,6,0,1,2,OTHER,1
12119.17,3,1,0,2,SHOPPING,0
100.0,1,0,0,3,CRYPTO,0
21468.8,2,1,0,5,ELECTRONICS,0
539.25,1,0,0,11,SHOPPING,0
20540.6,2,0,0,6,OTHER,0
3393.74,1,0,0,3,OTHER,0
47577.55,3,0,0,4,OTHER,0
6881.58,1,0,0,3,FOOD,0
5938.63,3,0,0,4,FOOD,0
2418.17,4,0,0,1,OTHER,0
5470.7,3,0,0,3,SHOPPING,0
31391.03,1,0,0,3,GAMING,0
84131.19,1,0,0,2,ELECTRONICS,0
6890.34,4,0,1,3,GAMING,1
8929.71,2,0,0,5,GROCERY,0
19205.84,2,0,0,2,SHOPPING,0
32599.14,1,0,0,3,CRYPTO,0
13485.77,2,0,0,7,SHOPPING,0
7452.01,2,0,0,3,ELECTRONICS,0
7981.3,3,1,0,5,GAMING,1
17842.08,2,0,0,2,GROCERY,0
100.0,2,0,0,2,GROCERY,0
14497.56,4,0,0,6,ELECTRONICS,0
6589.04,2,0,0,3,GROCERY,0
23712.56,4,0,1,7,FOOD,1
1464.04,1,0,0,2,OTHER,0
13308.34,1,0,0,5,TRAVEL,0
9836.99,1,0,0,2,OTHER,0
15421.98,3,0,0,7,FOOD,0
1005.78,5,0,0,4,TRAVEL,0
13011.93,1,0,0,4,FOOD,0
12365.4,2,0,0,4,GROCERY,0
12337.23,2,1,0,6,OTHER,0
13875.72,1,0,0,6,GROCERY,0
16926.86,1,0,1,6,GROCERY,0
24520.49,1,1,1,8,CRYPTO,1
4716.98,1,0,0,5,GAMING,0
26148.78,2,0,0,5,OTHER,0
10344.97,1,1,0,6,GROCERY,0
1202.84,4,1,0,3,GROCERY,1
905.03,6,0,0,6,SHOPPING,0
6102.35,1,0,0,4,TRAVEL,0
23049.57,3,0,1,4,GROCERY,1
18448.64,2,0,0,5,GROCERY,0
23311.11,1,0,0,4,ELECTRONICS,0
10924.44,4,0,0,5,ELECTRONICS,0
8702.61,1,1,0,3,GROCERY,1
2392.9,1,0,1,3,OTHER,1
5966.76,3,0,0,5,FOOD,0
8537.93,1,0,0,3,OTHER,0
1391.61,2,0,0,4,OTHER,0
3738.69,4,0,1,5,SHOPPING,0
13677.96,3,0,0,3,SHOPPING,0
19957.96,2,0,0,3,FOOD,0
96082.09,5,1,0,3,GAMING,0
40571.33,2,0,0,5,GROCERY,0
15432.03,1,0,0,2,TRAVEL,0
8203.22,4,0,0,5,TRAVEL,0
15166.33,4,0,0,1,FOOD,0
23102.29,4,0,0,3,OTHER,1
1889.17,5,0,1,3,CRYPTO,1
7912.07,3,0,0,4,GROCERY,0
27470.2,1,0,0,4,SHOPPING,0
7263.56,1,1,0,4,SHOPPING,0
12725.01,4,0,0,4,OTHER,0
13292.58,7,0,1,5,FOOD,1
3058.87,1,0,0,6,OTHER,0
6746.79,1,0,0,5,FOOD,0
